KODE,KATEGORI OBJEK,TAHUN LELANG,PROVINSI,KOTA,KPKNL,kategori_lokasi_jan_jun,kategori_lokasi_jul_des,MEREK,TIPE,TAHUN PEMBUATAN,WARNA, HARGA LAKU 
OHGSBC,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Hilux Pick Up,2015,Putih,21791000
R1TMZ3,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo 100cc,2007,-,1399999
YEJB0Z,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,New Blade110 S,2013,Putih Merah,4799999
UYNGL1,Mobil ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Toyota,Hilux Pick Up,2010,Silver Metalik,67799000
TXBTOS,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,TITAN 113cc,2011,-,1100999
T1XRKY,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra Fit 110cc,2006,-,2899999
XCIIVB,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,DYNA LONG 4000 WU,2008,Cokelat,16033000
VWLFLU,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,FIT S 100cc,2007,-,2299999
VNKT2R,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Ford,Everest 4 WD,2011,Hitam,36538000
UFESAT,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,WIN,2005,-,3599999
VJEYPH,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,FIT S 100cc,2007,-,2299999
WA36M5,Motor ,2023,RIAU,KOTA PEKANBARU,KPKNL Pekanbaru,3,3,Honda,NF 125 TD,2007,-,4878000
UR8WST,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 125 TD 125cc,2008,-,2699999
UF78I9,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Merah Hitam,730099
VFTCYB,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 125 TD,2008,-,999999
TNEJY7,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,-,900099
RTWX90,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,RX KING 135cc,2006,-,7599000
URVBGB,Motor ,2023,JAWA TENGAH,KOTA SEMARANG,KPKNL Semarang,1,4,Honda,Spacy FI,2012,Merah Hitam,5167899
TFHTGR,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE 100cc ,2008,Putih,2199999
RJPC3V,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Tiger 200cc,2008,-,6250000
QU8JVO,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Mega Pro,2008,-,1700010
PBM9XW,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,JUPITER Z 115cc,2010,Biru,4899999
UR9LAI,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo 100cc,2007,-,2199999
UAPYGE,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE,2008,-,3099999
TIYBPW,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Kijang Std Kf 80,2004,Cokelat,8023000
XQCCBH,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Innova G,2005,Silver,19770000
SD783F,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,VEGA ZR ,2011,-,1599999
SWOLA7,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 11B1DMT,2010,-,899999
PQY2MD,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Win MCB 97cc,2000,Hitam,2199999
RIPLOE,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Kijang KF45,1998,Biru,7306000
PQNWTH,Mobil ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,CRV 1997cc,2010,Hitam,73779999
OXJL5Z,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Fortuner,2014,Hitam,126328000
UYUQLB,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra Fit 100cc,2008,-,2199999
WS2O6C,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,GS 150,2007,Putih,1099999
V3SFEL,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Mitsubishi,Strada DC 2.5 ACC,2007,Silver Hitam,55465000
TX8RNV,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE 100cc,2008,-,1199999
QHNUKE,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100,2007,-,1599999
QUHYUM,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,VEGA RD 102cc ,2005,-,889000
ORFCUB,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2009,-,690099
YOUDJR,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE 100cc,2008,-,1399999
WAQVMN,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE Supra Fit X,2008,-,3299999
SHB4RI,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,AVANZA 1.5 S MT,2011,Hitam,10094000
PHKPYN,Mobil ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Toyota,InnovaE 1998cc,2012,Hitam,96329999
O0SXCK,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,VEGA F1 115cc,2009,-,2550000
O0R5SR,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo 110cc,2009,-,1299999
YO8JRD,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,CS12A1RR (CS1),2009,-,3299999
P7HLI9,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,WIN   MCB 97cc,2005,-,3599999
D7J3ZT,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 125 TD Supra X,2007,-,4599999
D5ITNR,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Biru,960999
AUB7KP,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,DYNA  RINO,2001,Cokelat,8677000
8EYGNO,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,PGM FI,2013,Hitam,4599999
3QGRJE,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Mega Pro 160cc,2007,-,2857000
1KJB3E,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo 110cc,2007,-,1199999
M9BKY2,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,GL 160 D 160cc,2008,Biru,1800101
4ICXWA,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Ford,Everest 4 WD,2009,Silver,14805000
L5IYCV,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra Fit 100cc,2008,-,2599999
HKLEPT,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,New Avanza 1.5 G,2014,Hitam,40733000
BN9I5R,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 TD 100cc,2007,-,2299999
AEQFBP,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Thunder,2006,-,1099999
IWNROK,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Daihatsu,Hiline F70,1998,Cokelat,17126000
AP5H0X,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Innova G,2007,Cokelat,22203000
8PXDTM,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Kawasaki,Trail KLX 150 150cc,2017,Hijau,8200000
1FQYU3,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra X 125 125cc,2009,Hitam,3099999
LHFRIB,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,VEGA ZR,2011,-,700000
KALO7B,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,DYNA LONG 4000 WU,2006,Cokelat,15076000
CXDH1Z,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 125 TD 125cc,2007,-,2259999
AER2EO,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Mega Pro 160cc,2008,-,2900101
58QLCM,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Kijang Innova G,2014,Grey Mica Metallic,48427000
3YBLRV,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,5D9 115cc (Vega RR),2009,Merah,2199999
KJSREE,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE 100cc,2008,-,2199999
JKGP6U,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra X 125 NF 125cc,2007,Hitam,1399000
AXNC8O,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 11B1D MT (Revo),2010,-,3699999
BFW87E,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Isuzu,Elf NR5,2003,Putih,22836000
A0LJEK,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo,2010,-,3099999
ZDLNTD,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,FIT X,2008,Hitam Kuning,2899999
BXWGLI,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo,2007,-,2199999
2BULHK,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Biru,1100999
CW03S2,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,FIT  100cc,2008,-,3299999
2MDOPV,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Biru,630999
2JHQGZ,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,VEGA R 100cc,2006,-,1857000
LEX4MY,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Revo,2007,Putih,4459999
IETMNU,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Biru,760099
EYG0U3,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Win MCB,2005,-,1779000
B6HCFN,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,EN 125,2006,-,1099999
81BMLD,Mobil ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Toyota,RUSH 1495cc,2014,Hitam Metalik,92777777
2RKBGV,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Avanza G,2009,Hitam,21907000
01JFWU,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2009,Silver Hitam,1280000
MXVTL3,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Biru,1100999
LYRUOK,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Kia,Travello K2700 (bak terbuka),2008,Cokelat,5040000
JF9OXL,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Win MCB 97cc,2005,-,4200000
IP3G0T,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Mega Pro 160cc,2009,-,2299999
DE97PZ,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 11B1D MT (Revo),2010,-,3699999
1DFCH8,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 100cc,2007,-,2799999
F051JX,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra,2008,-,3699999
EIVDTB,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,KS  110 CC 110cc,2007,-,3199999
7AWJSX,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra 125cc,2007,-,3299999
CNQ7JV,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Tiger 200cc,2008,Hitam,3899999
91WSLV,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Tiger 200cc,2008,-,3000000
4STIQA,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra 100cc,2005,Hitam Biru,3299999
2X9IMW,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Kawasaki,KLX 150S 150cc,2013,-,12000000
NZM341,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra 100cc,2008,-,3799999
JY5VE7,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,FIT S 100cc,2007,Hitam Hijau,1899999
FYHQF4,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,5D9 115cc (Vega RR),2009,Perak,3000000
FZAQJM,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF100 109cc,2014,Hitam,2999999
CPGFF5,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Viar,VIAR VR 150 150cc,2013,-,5599999
AVKXNL,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Yamaha,VEGA ZR,2011,-,1099999
KF63QQ,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,-,980999
JETXIZ,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE SOLO FIT X ,2008,Silver Kuning,3199999
FKAC6T,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,SATRIA ,2007,-,3500000
EXD1LB,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 SE 100cc,2008,-,1459999
DPSLHN,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Kijang,2005,Silver,43504000
AHDRXJ,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,FL 125 RCD 125cc (SHOGUN),2010,-,1895000
AHZQNO,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Innova G,2005,Silver,39621000
9XKC2F,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,-,850099
CWRL92,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,NF 100 TD 100cc,2007,Hitam,2359999
CLALIY,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Astrea C 100 110cc,1999,-,1499999
KRHUJQ,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,WIN  100cc,2002,-,1599999
CRC7OL,Mobil ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Toyota,Innova G,2005,Cokelat,27241000
BBHVAK,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Suzuki,Smash 110cc,2008,Biru,900099
AEXNYR,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra Fit,2006,-,2199999
ZMKLQG,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra 125cc,2008,-,3299999
GJZBRS,Motor ,2023,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KPKNL Palopo,3,3,Honda,Supra 125cc,2007,Hitam Merah,4000000
UXGSS4,Mobil ,2023,BANTEN,KOTA SERANG,KPKNL Serang,3,3,Mitsubishi,Pajero Sport High Power 4X2 AT,2014,Hitam,205022999
2MXC57,Motor ,2023,BANTEN,KOTA SERANG,KPKNL Serang,3,3,Honda,Supra 125,2005,Biru Silver,12555559
VDNB7C,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Honda,Supra Fit NF 100 SL,2007,Hitam,1827000
TVR21F,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha,Jupiter Z 2P2 110cc,2007,Perak,7617000
V0CBPD,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Nissan,GRAND LIVINA,2016,Putih,58888000
PHPY7H,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Daihatsu,Xenia 1300cc ,2005,Silver Metalik,17243000
VCWY3L,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Honda,CRV RM3 2WD,2014,Hitam Metalik,81954000
WFRB9I,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha,Jupiter MX 135cc,2006,Biru,4138000
QN7WMP,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Toyota,Kijang KF 60,2005,Hitam,28034000
YT7JNX,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Mitsubishi,L300 BC-R (4X2 ) MT,2014,Putih,48688000
YX7HSE,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Viar,KARYA 2 VR,2013,Kuning,1843000
QXZRHC,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Kia,Travello Minibus 2665cc,2010,Silver Metalik,35875000
PRI5TI,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Kaisar,Triseda 149cc ,2015,Kuning,1253000
XH9VQQ,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2006,Biru,786000
T5BNMW,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Isuzu,Dump Truck + Attachhment  4570cc,2006,Putih,26669000
5RIYWI,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2006,Biru,1954000
5C1G9M,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2004,Biru,2734000
LTNJZF,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Viar,KARYA 2 VR,2013,Kuning,1843000
JMVEJW,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha,YT 115cc,2004,Hitam,2906000
ZEG0UH,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha,Jupiter Z-cw 115CC,2011,Hitam,3825000
1VFRBC,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2006,Perak,3667000
9T1PL6,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Kaisar,Triseda 149cc ,2014,Kuning,1489000
ZNGP1D,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Kaisar,Triseda,2010,Kuning,1106000
M6BVFP,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2006,Merah,3057000
KURAOF,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Honda,Supra Fit NF 100 SL,2007,Hitam,1290000
CLFOVL,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2006,Biru,2812000
JDM8L4,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha, Jupiter MX 135cc,2009,Abu - abu,3987000
CVRLN1,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Kia,Travello K2700 MICROBUS 2665cc,2010,Silver Metalik,23195000
G4COR9,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha,YT 115cc,2004,Hitam,2809000
B6YAQG,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Viar,KARYA 2 VR,2012,Merah,3337000
N9DJ2P,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Kia,Travello K2700 Ambulance International,2013,Merah,39132000
N1M86G,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Viar,KARYA 2 VR,2013,Kuning,1760000
ZK0JNG,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Honda,Supra Fit,2005,Hitam,1101000
NRGCEM,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Honda,Supra Fit,2005,Hitam,1058000
AJUNRK,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Yamaha,Jupiter Z,2011,Hitam,3134000
OQELU8,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Nissan,X-TRAIL 1998cc,2007,Abu - abu Metalik,36037000
O8YOQB,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Honda,Supra X 125cc,2005,Hitam Merah,5364000
MVOAEF,Mobil ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Toyota,Kijang KF70 STD 1781cc,2004,Biru Metalik,28293000
JPHB97,Motor ,2023,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KPKNL Pangkal Pinang,3,3,Viar,KARYA 2 VR,2013,Kuning,1303000
AVDPZ4,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Honda,NF,2007,Hitam,1092000
J5ZUSD,Motor ,2023,SULAWESI TENGAH,KABUPATEN DONGGALA,KPKNL Palu,3,3,Kaisar,Triseda,2010,Kuning,1106000
